Words,X,Y,Group,Value,Model
points,2.5354757,-0.11000681,282,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
concerning,5.0796733,6.194909,283,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
85,5.375681,3.0988405,283,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
globally,11.965677,-2.632639,283,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
54,-2.7569208,3.1179402,283,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
66,4.831393,-4.4053407,283,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
adolescent,-0.58495015,-4.4096537,284,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
physiological,-0.34166667,4.448171,284,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
epitope,8.491506,-3.3616626,284,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
recipients,-0.18385755,-1.8263265,284,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
corona,7.411095,-1.0748858,284,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mrna-1273,11.178481,-0.8668189,285,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
offers,11.869912,-0.21777648,285,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
enzyme,7.419068,3.4549668,285,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
summarizes,-9.047183,-2.1329968,285,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
comparison,2.7033453,-3.4584007,285,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
besides,12.233823,-1.6806779,286,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
iv,-10.406715,-5.6685944,286,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
primers,2.3333313,-5.5815654,286,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
synthetic,8.912562,-5.0358357,286,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
met,6.655188,8.360613,286,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rdrp,2.6061423,-3.478164,287,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
malignant,-4.26805,-6.6074395,287,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
depression,-0.56472725,-1.8454255,287,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ace2,13.988133,-1.4634452,287,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
poc,-0.7630592,6.438367,287,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
definition,0.7576024,3.0073724,288,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
causal,9.590068,0.14025363,288,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
forms,9.380892,2.7952356,288,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
expected,7.3724627,-3.0989714,288,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
intervention,4.32217,-1.5263693,288,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
resource,12.159914,-1.8468384,289,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
online,-9.014153,-6.8664083,289,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
africa,7.503347,-4.398118,289,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cough,5.6637044,-4.79434,289,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
phenotypes,-9.8143635,-4.0984364,289,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pims-ts,1.9038748,-0.43794534,290,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mir-2861,-9.1324215,3.1864417,290,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pools,5.197948,4.5562763,290,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
associations,-2.1031497,2.6170137,290,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
define,-8.038704,1.5751797,290,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
d-dimer,-2.2277653,1.2938488,291,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
efficiency,5.795887,3.482148,291,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reactive,5.117973,-6.3524456,291,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
venous,3.2317228,1.9112408,291,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
era,4.5809445,-5.943075,291,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nearly,9.699138,-3.19834,292,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
displayed,-10.860218,3.5341384,292,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rollout,3.8107862,-9.3645,292,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
beginning,5.999538,-7.228093,292,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
97,3.5137725,-2.9346004,292,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
86,10.910971,-5.469851,293,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
school,3.1179268,-8.457478,293,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pubmed,9.73271,-8.197163,293,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
component,-1.303495,6.0959835,293,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
face,6.1327443,-0.3724732,293,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
induce,-8.460149,3.9074056,294,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hypoxia,-7.504206,2.981793,294,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
innate,12.114691,-2.9058414,294,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
evident,2.329302,8.272397,294,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
picture,-0.6958268,-7.377352,294,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
plays,12.281932,-3.2904863,295,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
india,7.677846,1.9752716,295,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
growing,-5.6057897,-3.54156,295,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
offer,7.8165507,7.900719,295,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
device,-0.0939016,-3.4017808,295,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
insights,-1.4904491,0.32329428,296,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pathogenic,6.006185,5.0832596,296,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
awareness,-2.9704206,3.1579494,296,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ec,-9.43282,2.884233,296,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
multivariate,6.669719,6.25437,296,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
environment,-1.8307285,7.5966954,297,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
components,-6.8956504,7.7892575,297,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
biomarker,-0.47491097,-1.7871758,297,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
decisions,4.258342,-2.2616534,297,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
enriched,-4.481302,1.4189668,297,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
massive,6.2946396,-4.8246975,298,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
2019-ncov,12.346295,0.9814566,298,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pooling,4.2230167,4.443174,298,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
every,9.679655,-3.0666275,298,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
survey,-0.37594217,-6.947341,298,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunocompromised,-9.672296,-0.7326926,299,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
serial,5.981356,-7.7024074,299,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
collectively,2.3627727,5.7850094,299,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
colorimetric,3.1102302,9.708915,299,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
quantification,1.1748686,-10.0612,299,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
acceptance,-1.0091001,0.12817247,300,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
critically,8.235652,-0.84519815,300,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
weight,-5.189468,8.305873,300,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
capillary,3.1169736,1.8773016,300,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
glands,-0.6743974,3.0006788,300,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sometimes,9.352897,2.7374866,301,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
susceptible,3.1041603,-8.167663,301,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prolonged,2.924962,-1.048805,301,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
enables,-6.4751234,1.2379088,301,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
concentration,-2.4370358,-1.0846922,301,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
peptide,5.9595675,6.7158604,302,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dysregulation,13.979197,-1.4437371,302,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
malat1,-0.29061386,2.633409,302,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pre-existing,7.604303,-1.8899164,302,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
il-34,-5.0979385,7.219732,302,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
measure,5.399393,4.572281,303,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
professionals,10.42026,4.6879125,303,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
interpretation,5.608034,2.6160746,303,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
upper,4.870394,-1.02735,303,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
independently,8.064293,-8.032847,303,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
july,1.3632699,-8.025938,304,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
representing,4.6807637,8.860614,304,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
demographic,6.332946,-2.5559118,304,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dry,2.2899785,5.8630266,304,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
characteristic,9.986665,0.06718461,304,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
entire,4.949606,-3.717626,305,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
training,10.566453,-5.14622,305,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
histological,-0.3934182,0.72609794,305,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cov-2,-0.2052218,5.837749,305,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
exhibited,-3.2545354,0.8712348,305,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dialysis,1.5356363,-7.4819417,306,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
granulosa,-10.287543,-2.188408,306,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
western,-7.9213715,-3.8920634,306,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
emphasis,-0.011642277,-0.001753442,306,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
morbidity,-4.907483,-5.0999484,306,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
examine,4.161062,1.2452985,307,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
61,4.238693,-4.8279195,307,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
usa,11.227161,2.4888706,307,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
old,-0.9917876,7.1652513,307,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
enrolled,-2.7117615,1.5097681,307,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
simulation,4.8445463,3.930445,308,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tcf21,-1.0334711,-3.863431,308,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gi,-0.16455367,-9.196601,308,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
live,-8.055173,-0.57436323,308,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
il-1,-7.7729926,-2.2987947,308,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
post-infectious,-2.3458955,0.17900586,309,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
final,6.447658,-4.626658,309,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
survival,-7.237371,0.27836248,309,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diagnoses,9.864174,0.41583925,309,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
internal,3.7219293,0.11271775,309,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
marked,3.7210279,0.10350833,310,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
p53,-7.855838,-6.185303,310,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ag,2.6346045,6.952555,310,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
similarities,1.3744206,1.9572474,310,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
person,6.3567605,1.764411,310,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
divided,4.556635,8.804498,311,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
processes,-1.7508825,7.599053,311,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fda,3.201705,0.7579852,311,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
discovery,9.887224,-3.657188,311,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
consider,3.9799922,-7.9161296,311,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
kg,-6.125102,8.125752,312,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
properties,-10.247269,-0.80778533,312,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prominent,9.51152,6.876707,312,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
represent,1.3789634,-7.976438,312,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
retrospectively,6.5014243,-4.6685038,312,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
87,11.907215,-5.966431,313,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
accompanied,-3.5530562,-0.015625093,313,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
half,9.314256,6.853372,313,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
regional,-3.8261366,6.561378,313,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
04,5.3470826,3.0975456,313,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rural,6.2464194,-0.43757093,314,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
81,4.658576,-4.960729,314,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
masks,4.8179584,-4.607471,314,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
modified,5.0688787,-9.954845,314,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ferritin,-0.19032486,0.805004,314,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
surge,9.618546,2.6523793,315,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
signal,7.8967657,7.685267,315,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
laparoscopy,-5.8122144,7.1433215,315,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
coagulation,-1.4881263,-8.043666,315,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
shortages,7.1749735,-10.422513,315,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
specifically,6.907549,6.1878753,316,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
treat,10.478521,5.489162,316,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
positives,1.9330822,7.0844617,316,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
10-8,-2.560478,10.596771,316,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
p16,-3.211651,-0.64049745,316,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
progressive,-5.3501773,5.965316,317,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
referred,-1.0056627,-1.7126195,317,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
74,5.5223193,-5.3708744,317,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ventilation,3.1750882,-9.245405,317,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
facilities,4.2958875,-2.7297013,317,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
started,-0.49062803,7.8124614,318,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
extracted,8.02479,-8.0415745,318,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
computational,8.484225,-3.3861094,318,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
repeated,2.584727,-2.7995281,318,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
aneurysm,-1.580191,-4.477811,318,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
overview,5.9392166,4.723596,319,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
concurrent,8.268151,-6.181114,319,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mir16,-11.500044,4.9207144,319,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
decision,5.6898575,2.7585883,319,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
millions,10.600434,4.799764,319,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
steps,10.780213,0.09045868,320,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fragments,-9.254968,3.025176,320,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
du,-2.452759,2.0779593,320,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
targeting,10.208283,5.3830996,320,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
involve,0.2528511,-2.2243946,320,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
discusses,6.2849193,5.465886,321,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
structure,10.24912,5.4835787,321,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
200,3.7178073,-3.724749,321,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prevalent,7.327295,6.0256176,321,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ish,-2.109652,-4.559128,321,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
images,6.9963636,-4.949316,322,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
place,4.3574033,-8.242916,322,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
in-person,5.4729424,-0.20736416,322,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vaccinations,-11.085783,-2.7615328,322,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
inhibitors,-8.741338,-4.1098337,322,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
3d,7.042925,-10.503077,323,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
release,-6.518283,-1.3729033,323,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
milder,-4.671043,0.18440486,323,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
families,4.152922,8.579302,323,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
39,12.058244,-5.801866,323,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
