Words,X,Y,Z,Group,Value,Model
campaigns,5.9143133,0.5842417,4.259332,236,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
avoid,-3.821457,-0.98159665,2.0468433,236,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
coupled,5.939318,-4.6058016,4.2941384,236,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pattern,-0.94570774,-0.9673602,4.1246834,236,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pool,7.034039,-1.5235944,2.9848316,237,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
demand,3.2356257,-2.540648,5.059021,237,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gynecologic,3.3982975,-0.48522055,-3.227982,237,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
interaction,0.02645645,-3.4445097,-3.5277689,237,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
part,3.1012018,-4.8194375,5.1290917,237,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunoassay,-2.9709759,-1.6751677,2.8114915,238,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunogenicity,0.44732615,-5.8306847,5.8308606,238,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cohorts,-7.2285733,-2.6084523,0.5846003,238,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
altered,-0.08828057,2.0755115,-1.1197183,238,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
numbers,3.3338575,-0.41091657,8.174523,238,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
benefits,-1.160821,-5.4010496,6.2750983,239,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
controlling,-2.7799664,-1.9879222,6.15919,239,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
variability,-3.397452,0.85584444,6.398216,239,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
variety,-2.4632704,-3.4738822,5.290142,239,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
94,-2.3567789,-6.943016,5.1143627,239,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ca125,-3.4880087,4.1746335,-3.7059698,240,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
evolution,3.3171108,-2.7061472,4.7359757,240,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thought,2.522141,4.126235,-0.3835567,240,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pfizer-biontech,-2.0482397,-7.0657234,5.1868606,240,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
country,-2.8515813,-4.833409,4.728313,240,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nursing,-0.8854337,-8.408831,1.0986397,241,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fluorescent,-0.51328903,-2.8876708,3.0135648,241,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
des,0.4933192,2.6071436,-2.953054,241,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
propose,1.9935396,3.284845,6.2356725,241,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
application,5.3885994,-2.2248585,4.3224397,241,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
elderly,-2.2195477,-3.1057196,5.263169,242,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cyst,-0.1646372,0.3724239,-2.110043,242,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
severely,-1.1799419,2.5834954,-3.179184,242,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
text,2.7153986,4.91405,4.5596175,242,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
shows,5.5201364,-1.7820733,1.3220481,242,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
home,0.27098358,-7.753397,6.4161696,243,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
endometriomas,-2.7237823,2.8892443,-8.158876,243,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
occur,2.9110968,-5.090336,1.1043093,243,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
indicates,1.4254225,-1.5501705,-1.2560695,243,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
almost,4.661527,-2.8173733,2.688834,243,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
extent,6.553208,-2.0923908,3.113961,244,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
delayed,-3.3477275,-6.8358593,5.2509584,244,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
multidisciplinary,2.0613048,-1.4672717,-5.741822,244,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
oe,0.36528715,5.490732,-3.657528,244,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
attention,-2.0001204,1.0411767,6.2198515,244,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
strain,-4.33536,-5.4332733,3.9096022,245,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
frequency,4.9382997,1.0907977,4.5601263,245,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
strongly,-4.9768157,-2.8278444,4.5223055,245,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
named,2.1563573,-8.00377,0.68771726,245,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
65,-2.401747,-4.987993,1.993342,245,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
complete,2.7239008,-2.1599226,2.6212234,246,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
27,2.8679974,-5.1318564,1.0235041,246,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hand,7.0136037,-1.5560029,2.8257153,246,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
93,-0.8405307,-5.95882,0.29274988,246,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cysts,0.16780175,-3.3137195,0.6617285,246,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
concerns,1.1213024,-1.7054169,8.199311,247,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
escs,0.5067124,-1.3337324,-1.1486353,247,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
syndromes,1.1374215,-1.7672917,8.358984,247,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
material,-6.127166,1.8281847,3.8405998,247,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
alone,1.0898029,0.9274372,7.409307,247,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
p4,-4.3563886,-1.7123033,-0.86302894,248,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
peripheral,-0.9799784,-0.12125293,-6.768091,248,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lockdown,-7.5583253,-2.318481,1.8593634,248,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
les,-3.9501262,-1.7705861,0.7202825,248,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nasal,-0.28207856,-1.5622135,3.4167244,248,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
regulation,-6.60633,-1.9310179,2.6991315,249,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
kidney,-0.8019645,-1.0159954,-0.11269889,249,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
regression,1.6711564,-7.8587055,3.4795122,249,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
full,-0.090853766,-7.07786,-2.612458,249,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
undergoing,-7.107914,-0.88071895,1.3977469,249,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fibrosis,-2.3062074,2.728886,-2.3646457,250,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
patterns,-2.0880024,-8.258694,2.2774138,250,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
myocardial,5.1633325,3.2641253,0.59076434,250,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
safe,0.9762934,-4.804402,5.4640446,250,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
32,2.1732593,-8.013357,0.7017119,250,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
seven,-4.9126863,-3.512246,5.788958,251,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
retrograde,-0.15682323,4.1818304,2.704229,251,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
improving,0.43772313,3.9348602,0.16094512,251,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
probability,-3.1283817,-3.7654808,-0.5178762,251,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
none,-7.391436,-0.18495806,3.6342676,251,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
issues,3.3274453,2.7607825,-2.5767405,252,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
troponin,-5.292343,-3.8783085,3.964988,252,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pso,3.1139948,-3.1935976,0.33496433,252,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
removal,-1.2426009,0.90438014,-0.8634866,252,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
threshold,-3.0486858,-5.263537,-2.1274428,252,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
relative,-2.9528177,-7.9172153,0.21635993,253,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
abs,-0.45774946,0.7426725,-0.33280635,253,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reveal,5.2598877,-1.4855994,-2.521359,253,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
brazil,-5.1539063,-3.8311682,-2.50265,253,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
unlike,-4.4236536,-4.4731255,2.7021556,253,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
kinetics,0.23019783,0.22198352,4.3745666,254,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
short,0.6393501,2.3183334,-7.632846,254,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
peptides,-0.5413502,1.2778956,5.705308,254,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
enhanced,2.2470992,2.5631223,-4.166246,254,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
easy,-5.2600036,1.0747591,5.837276,254,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
longer,-2.5803692,0.53668684,4.1424284,255,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
recognition,3.7645292,6.2242737,-0.88353896,255,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
protect,2.1495914,4.8315887,-1.2397588,255,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
february,-5.08834,-2.8644617,0.9563928,255,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
overcome,-3.9343445,-1.5631316,6.0667853,255,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
digital,-3.4160705,2.1389413,5.2430515,256,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ddpcr,-5.6341586,0.44225594,3.09471,256,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stroma,0.34873423,-0.82659775,-3.110487,256,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
regulatory,-2.9131784,2.4603946,-6.89163,256,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
51,0.5936525,-7.9607325,5.299694,256,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
importantly,-3.710874,-0.7899052,3.9086862,257,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
far,-1.8358464,-1.6813829,4.1661797,257,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
masking,3.7074594,-7.0597153,1.3513563,257,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
died,2.54256,3.2484117,6.2582345,257,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
called,1.8138484,-1.0612925,6.9554806,257,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
communities,5.073747,-0.44379783,2.7185874,258,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
structural,-2.8705096,2.2664025,4.6882205,258,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
department,0.103664294,-6.266979,1.8347481,258,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
city,-1.6303905,-3.5484128,3.8189275,258,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
102,3.1538353,3.4238715,-7.787032,258,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
achieve,-2.72497,0.9155244,-2.6171985,259,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
grade,3.3465245,-6.1568236,-0.37483898,259,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
yap1,1.8588425,7.0529413,0.62545353,259,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reporting,-3.414134,1.4264754,4.13007,259,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
difficult,3.7132847,-6.153448,-0.004453186,259,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
making,0.27406913,-0.17991179,6.8550267,260,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
suppression,-0.6523998,4.816366,-1.9029988,260,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
describes,2.930806,4.450888,-1.8595641,260,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
european,-7.475447,-2.5024412,2.053341,260,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
speed,2.6759717,-4.774467,5.393116,260,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reason,3.364403,-1.1123072,2.2677069,261,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
summary,-3.416438,-7.6344795,1.283194,261,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ard,0.5566145,-5.2538466,7.3419685,261,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hypertension,4.4795156,-5.5962,1.6236522,261,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
shares,-2.4544713,3.8730192,-0.8755834,261,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prognostic,-2.6704628,-0.6122275,-5.0075297,262,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
recovery,-2.8737783,-0.9018311,8.271704,262,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
researchers,-0.021074096,0.3224446,6.072291,262,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hla-dr,5.5594234,0.49927014,-0.21311386,262,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
randomized,-4.355572,-7.729845,1.1215178,262,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
multi-system,-3.3272357,-0.63414687,0.06745489,263,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
c-reactive,2.3220668,1.7558827,-3.0597603,263,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
concordance,5.90309,-4.594439,4.2204256,263,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
suffering,-4.729108,0.7338926,-4.345881,263,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
consistently,1.607712,-2.4797213,-5.77312,263,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dynamics,0.045110144,-2.189958,4.257963,264,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
53,0.1639,4.9857845,1.6388273,264,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nk,1.5054041,2.0394151,-6.615751,264,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
statistically,-7.2600727,-1.7766284,4.232324,264,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
possibly,-6.75476,-1.6123842,5.865889,264,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
il-6,2.5619135,1.3895643,-5.4864316,265,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lymphocyte,1.2017448,-0.050881393,-1.3157394,265,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
count,5.315541,5.2716866,-1.0233655,265,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lod,-0.9295423,4.965522,-4.5594707,265,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
problem,-1.6936473,-5.0344114,4.94126,265,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
compatible,0.063146755,-0.09485036,6.84434,266,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sufficient,3.3282886,-0.39986768,8.179757,266,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
automated,3.3221045,-0.65769726,4.7852836,266,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
organization,3.3267927,2.557198,7.199098,266,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
treating,-1.6323571,1.258878,-0.5108347,266,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
wuhan,-0.36580688,-2.541306,6.85064,267,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
another,-2.314099,-3.209228,8.5156975,267,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
medications,-7.1367326,-4.7851934,1.4752519,267,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
absence,0.043138593,-4.8261027,7.0955143,267,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
varying,0.25883645,0.6312772,4.462946,267,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
typically,0.097947404,2.4727888,7.227334,268,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
explored,0.35728714,-4.926337,1.9516975,268,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sera,-4.0817676,-4.480771,0.22293268,268,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
younger,-1.9162545,-5.1160116,2.7462618,268,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
schools,2.472851,-6.0181246,-0.31870544,268,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
upregulation,0.5315489,4.1496515,-0.39832768,269,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
transition,5.2102222,3.158749,0.637473,269,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
later,-5.312811,0.73842335,0.09187967,269,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
costs,6.037651,0.5384679,4.19638,269,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
introduction,-0.40152475,-1.5228176,6.154867,269,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
signature,1.8309314,3.4643056,-4.177152,270,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
candidate,-0.58851427,0.14233057,8.732594,270,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
leads,0.56942403,-5.2857637,7.3765044,270,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
substantial,5.846229,1.4537103,2.9436576,270,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
baseline,3.3155818,-0.71291393,0.3074833,270,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
susceptibility,1.8056285,4.2994695,2.8115711,271,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
poor,-3.8385055,-4.326773,2.2290442,271,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
center,5.2266107,-5.1166167,0.94358885,271,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
moderna,-2.05338,-7.0464797,5.1725016,271,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rrt-pcr,1.3658035,-6.009787,-2.1940076,271,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pih,4.2078977,-1.654509,-2.9335582,272,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sampling,1.8804286,-7.4686217,3.9197438,272,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
member,-3.577264,-5.07931,-0.1500541,272,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
leading,-0.08727707,-4.317948,9.316862,272,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
controlled,-4.0277305,-7.638823,1.2330484,272,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reducing,-0.7468862,-0.28352693,1.3823886,273,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
scar,-2.5001805,-1.2930632,-2.1797745,273,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
differentially,-1.6841666,1.9073763,0.35539556,273,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
distancing,3.9703188,-5.855058,-0.6461221,273,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
